"","Place.FIPS","Geography.Name","County.FIPS","County.Name","Total.Population","Population.Density..Per.Sq..Mile.","Area..Land.","Under.5.Years","X5.to.9.Years","X10.to.14.Years","X15.to.17.Years","X18.to.24.Years","X25.to.34.Years","X35.to.44.Years","X45.to.54.Years","X55.to.64.Years","X65.to.74.Years","X75.to.84.Years","X85.Years.and.Over","White.Alone","Black.or.African.American.Alone","American.Indian.and.Alaska.Native.Alone","Asian.Alone","Native.Hawaiian.and.Other.Pacific.Islander.Alone","Some.Other.Race.Alone","Two.or.More.Races","Not.Hispanic.or.Latino.","Hispanic.or.Latino","Population.25.Years.and.Over.","Less.than.High.School","High.School.Graduate..Includes.Equivalency.","Some.College","Bachelor.s.Degree","Master.s.Degree","Professional.School.Degree","Doctorate.Degree","Population.25.Years.and.Over..1","Less.than.High.School.1","High.School.Diploma","Bachelor.s.Degree.or.Better","Households.","Less.than..10.000","X.10.000.to..14.999","X.15.000.to..19.999","X.20.000.to..24.999","X.25.000.to..29.999","X.30.000.to..34.999","X.35.000.to..39.999","X.40.000.to..44.999","X.45.000.to..49.999","X.50.000.to..59.999","X.60.000.to..74.999","X.75.000.to..99.999","X.100.000.to..124.999","X.125.000.to..149.999","X.150.000.to..199.999","X.200.000.or.More","Median.Household.Income..In.2020.Inflation.Adjusted.Dollars.","Median.Household.Income.Occupied.Housing.Units.","Owner.Occupied","Renter.Occupied","Per.Capita.Income..In.2020.Inflation.Adjusted.Dollars.","Occupied.Housing.Units.","Owner.Occupied.1","Renter.Occupied.1","Owner.Occupied.Housing.Units.","White.Alone..Not.Hispanic.or.Latino.Homeowners.","Non.White.Homeowners","Owner.Occupied.Housing.Units..1","Less.than..20.000","X.20.000.to..49.999","X.50.000.to..99.999","X.100.000.to..149.999","X.150.000.to..299.999","X.300.000.to..499.999","X.500.000.to..749.999","X.750.000.to..999.999","X.1.000.000.or.More","Population.Under.18.Years.of.Age.for.Whom.Poverty.Status.Is.Determined.","Living.in.Poverty","At.or.Above.Poverty.Level","Population.Age.18.to.64.for.Whom.Poverty.Status..Is.Determined.","Living.in.Poverty.1","At.or.Above.Poverty.Level.1","Population.Age.65.and.Over.for.Whom.Poverty..Status.Is.Determined.","Living.in.Poverty.2","At.or.Above.Poverty.Level.2","Rural.Capacity..Headwaters.Index.","Social.Vulnerability..CDC.Index.","Percent.of.Land.in.500.Year.Floodplain","Percent.of.Land.in.100.Year.Floodplain","Total.Percent.of.Land.at.Some.Level.of.Flood.Risk","Application.Number","Project.Title","Project.Description","Applicant","Applicant.Type","Project.Type","Application.Date","State.Agency.Requested.for.Funding","Funding.Request....","Total.Project.Budget....","Funding.Decision.Year","Award.Date","Grant.Award....","Encumbered....","City.Town","County","Place.ID","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD.CONTAINED.IN.CHANNEL","X0.2.PCT.ANNUAL.CHANCE.HAZARD","A","AE","VE","X.blank.","Grand.Total"
"326",3735440,"Kelly CDP","17","Bladen",336,29,11.59,41,42,7,6,0,103,0,0,38,67,32,0,177,0,0,0,0,159,0,177,159,240,75,60,105,0,0,0,0,240,75,165,0,148,40,0,30,0,31,21,0,0,0,7,19,0,0,0,0,0,25323,25323,27379,NA,12480,148,97,51,97,97,0,97,19,23,40,0,15,0,0,0,0,96,69,27,141,109,32,99,19,80,42,0.83,0,99.42,99.42,7,"Elizabethtown Stormwater Master Plan and Assessment, Phase 1","Elizabethtown experiences frequent flooding with more noticeable impacts in its central subbasin, eastern subbasin, and along Glenwood Drive in the western part of the town. The town is characterized by fairly flat, low-lying topography, which causes floodwaters to stand longer. Golden LEAF flood mitigation grant funds will be used to develop a Stormwater Master Plan. Components of this project include updating the town’s asset inventory, field data collection, modeling of existing watersheds, development of concept plans, and a summary report that will include recommendations. As this is a town-wide project, the benefiting population includes all households and public and private entities in the town.","Town of Elizabethtown","Local Government","Planning","3/9/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",132000,132000,"Elizabethtown","Bladen",NA,NA,NA,NA,NA,99.42,NA,NA,99.42
"327",3735460,"Kenansville town","61","Duplin",949,451.1,2.1,3,137,53,11,43,117,77,103,133,151,69,52,596,255,0,28,0,0,70,939,10,702,72,186,298,111,35,0,0,702,72,484,146,373,30,51,26,22,31,4,25,19,7,36,31,48,18,16,9,0,39653,39653,60250,15563,22004,373,212,161,212,117,95,212,2,12,108,33,54,0,0,0,3,204,9,195,438,39,399,211,34,177,63,0.84,0,9.75,9.75,1,"Flood mitigation Currie/Duplin street","The stormwater drainage canal located between Duplin and Currie Streets in Wallace experiences flooding during major storms and periods of heavy rainfall occurring within a short period of time. Continued flooding has resulted in caving in and widening of the canal which is now in danger of undermining nearby houses. Previous efforts by the Town to haul in dirt to shore up the bank have not provided a viable long term solution. Golden LEAF flood mitigation grant funds will be used to install sheet piling and rip rap along the bank to stop erosion, improve the transport of stormwater, and significantly reduce flooding along the canal. This canal carries one third of total stormwater for the town and connects downstream to the main branch of Little Rockfish Creek, which is the town’s main drainage area. There are two households in the immediate project area. The flooding and erosion also threaten a main sewer line that crosses over and runs parallel to the canal,  and which must be inspected for damage and exposure after each heavy rain event.
","Town of Wallace","Local Government","Infrastructure","2/22/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",250000,250000,"Wallace","Duplin",NA,NA,NA,NA,NA,9.75,NA,NA,9.75
"328",3735540,"Kenly town","101, 195","Johnston, Wilson",2385,1367.7,1.74,272,147,225,190,69,294,276,345,332,117,94,24,1302,800,0,0,0,63,220,2054,331,1482,261,595,468,98,55,0,5,1482,261,1063,158,834,120,62,121,54,44,29,66,26,13,20,165,69,33,0,12,0,32833,32833,66889,18125,16172,834,400,434,400,242,158,400,13,53,119,84,127,4,0,0,0,820,367,453,1316,344,972,235,59,176,NA,0.73,0.68,7.02,7.7,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.68,NA,NA,NA,7.02,NA,NA,7.7
"329",3735600,"Kernersville town","67","Forsyth",24876,1390.5,17.89,1542,1286,1362,856,2435,3384,3054,3623,3068,2687,1083,496,19096,3699,205,432,21,716,707,22063,2813,17395,1722,4247,5867,3778,1265,280,236,17395,1722,10114,5559,10731,651,657,425,603,450,576,430,676,305,806,1170,1330,767,576,793,516,56991,56991,88201,39152,33590,10731,5564,5167,5564,4702,862,5564,123,84,331,1116,2896,923,64,18,9,5036,910,4126,15528,1534,13994,4170,472,3698,NA,0.41,0.45,4.83,5.27,18,"Thomas Drake Ct Project","The Town of Kernersville discovered a sizable hole and longitudinal fractures during inspection of the culvert crossing on Thomas Drake Court. Failure of the culvert would lead to the development of a sinkhole, loss of the road, area flooding and potential property damage for residents. Loss of the road would also prevent access for emergency services. An existing sewer line could also be undermined causing failure resulting in loss of services as well as wastewater entering the channel. Golden LEAF flood mitigation grant funds will be used to replace the existing damaged culvert. The project will include removal of the failing corrugated metal pipe and replace it with reinforced concrete pipe (RCP). The culvert will be extended upstream of the crossing. The extension will provide protection to the adjacent sewer line. Downstream of the culvert crossing, two driveway culvert crossings will be abandoned in place and the new RCP installed with tie-in to the proposed headwall. Stream realignment and stabilization grading both upstream and downstream will better direct flow and prevent further erosion. Households located in the immediate project area in the section of Thomas Drake Court from the culvert crossing northward to the cul-de-sac will directly benefit from this project.","Town of Kernersville","Local Government","Infrastructure","5/20/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",250000,250000,"Kernersville","Forsyth",NA,0.45,NA,NA,NA,4.83,NA,NA,5.27
"330",3735720,"Kill Devil Hills town","55","Dare",7249,1290.3,5.62,265,281,330,176,781,474,1108,1236,1469,668,359,102,6558,237,0,91,0,162,201,6519,730,5416,312,1242,1924,1332,503,77,26,5416,312,3166,1938,3287,96,122,124,167,47,130,193,191,166,440,422,387,330,245,116,111,59389,59389,68125,41766,33657,3287,2318,969,2318,2312,6,2318,82,39,0,84,1455,566,43,36,13,974,187,787,5068,417,4651,1129,51,1078,7,0.23,34.46,64.69,99.16,21,"Roanoke Island Drainage Improvements","The Roanoke Colony residential neighborhood in Dare County experiences frequent flooding during major storm events due to undersized drainage structures in this flat, low-lying area on the northern end of Roanoke Island. After Hurricane Matthew, NCDOT and Dare County completed the 2019 Roanoke Island Flooding Analysis which proposed drainage improvements. Golden LEAF flood mitigation grant funds will be used to incorporate recommendations to upsize pipes and implement other improvements to the area. Areas upstream flood more frequently and the study determined undersized piping in the project area slowed the drainage of those properties. Proposed work includes replacing 150 linear feet of existing pipe with a larger size, enclosing the ditch within Roanoke Colony with drainage pipe with drop inlets, replacing the culvert beneath Roanoke Trail, removing the culvert immediately downstream of the airport property, and regrading/widening the ditch that runs between the Outer Banks SPCA and airport. Homes located in the upstream area identified in the analysis will benefit from this project.","Dare County","Local Government","Infrastructure","6/23/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",250000,250000,"County","Dare",NA,34.46,NA,NA,0.37,57.02,7.3,NA,99.16
"331",3735760,"King city","169, 67","Stokes, Forsyth",6980,1154.6,6.05,453,287,477,164,704,683,673,943,1059,777,539,221,6676,269,0,10,0,7,18,6764,216,4895,527,1728,1433,869,319,13,6,4895,527,3161,1207,2907,128,147,204,86,23,287,107,138,68,123,365,497,361,131,148,94,66691,66691,80282,30803,34292,2907,1952,955,1952,1845,107,1952,0,0,127,557,1029,239,0,0,0,1381,43,1338,4040,146,3894,1314,137,1177,NA,0.38,0.35,2.18,2.52,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.35,NA,NA,0,2.17,NA,NA,2.52
"332",3735870,"Kings Grant CDP","129","New Hanover",8596,1893.5,4.54,436,232,286,287,1204,1408,1059,1114,1048,1039,373,110,7332,1048,25,122,0,10,59,8249,347,6151,1171,1677,1622,1148,414,45,74,6151,1171,3299,1681,3916,160,57,100,828,187,152,192,262,102,241,370,584,371,209,54,47,46351,46351,72083,21954,27888,3916,2503,1413,2503,2076,427,2503,104,82,93,399,1736,33,0,0,56,1239,154,1085,5833,643,5190,1522,63,1459,61,0.43,1.88,13.84,15.72,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.88,NA,NA,NA,13.84,NA,NA,15.72
"333",3735880,"Kings Mountain city","45, 71","Cleveland, Gaston",10885,810.8,13.42,693,881,678,352,695,1136,1203,1313,1670,1293,493,478,7840,2532,0,150,0,281,82,10467,418,7586,1200,3082,2005,899,336,64,0,7586,1200,5087,1299,4360,580,286,410,373,263,140,188,171,137,296,478,515,232,118,97,76,38936,38936,59167,22939,22178,4360,2736,1624,2736,2406,330,2736,128,184,587,543,1143,151,0,0,0,2552,1174,1378,6008,1311,4697,2120,313,1807,NA,0.67,0.35,2.79,3.14,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.35,NA,NA,NA,2.79,NA,NA,3.14
"334",3735890,"Kingstown town","45","Cleveland",581,330,1.76,20,15,27,17,47,31,69,66,136,120,22,11,48,525,0,0,0,0,8,575,6,455,96,230,94,23,12,0,0,455,96,324,35,242,29,39,21,16,13,9,10,11,17,13,28,20,12,0,0,4,31875,31875,36875,27188,28133,242,175,67,175,13,162,175,7,7,110,34,17,0,0,0,0,79,10,69,349,39,310,153,23,130,51,0.63,0,4.87,4.87,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,4.87,NA,NA,4.87
"335",3735920,"Kinston city","107","Lenoir",20173,1094.5,18.43,1265,1321,1111,1015,1600,2088,1846,2329,2696,2602,1373,927,5196,13710,59,124,0,18,1066,19678,495,13861,2754,4488,4309,1603,454,90,163,13861,2754,8797,2310,9235,1163,1283,516,703,713,599,489,554,269,676,790,484,484,158,193,161,32094,32094,43382,25159,26176,9235,3696,5539,3696,1509,2187,3696,119,655,1118,868,741,152,21,21,1,4391,1888,2503,10132,2340,7792,4807,1075,3732,75,0.79,4.66,20.66,25.32,11,"Engineering Costs for Planning and Development of Flood Mitigation Solutions for the Adkin Branch Stream","The City of Kinston experiences flooding along Adkin Branch which runs through many residential areas and commercial/business districts. When flooding occurs along Adkin Branch, residents are restricted from accessing emergency services and nearby medical offices. The city will use Golden LEAF flood mitigation grant funds to review existing data sources, collect additional data from field surveys, begin permitting processes, and to update existing models as needed. The city will also use funds for project coordination, and to develop a plan for flood mitigation solutions. The city has committed to funding remaining costs associated with this project from its stormwater utility fund. The city has also received funding from North Carolina Emergency Management for Stage 2 improvements along Adkin Branch. Households in the immediate project area and surrounding areas in the city will benefit from this project.","City of Kinston","Local Government","Planning","3/21/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",250000,250000,"Kinston","Lenoir",NA,4.66,NA,NA,NA,20.66,NA,NA,25.32
"336",3736060,"Kitty Hawk town","55","Dare",3534,435.8,8.11,125,231,240,84,117,329,463,484,676,496,228,61,3336,41,0,0,0,75,82,3430,104,2737,95,678,770,739,334,112,9,2737,95,1448,1194,1572,10,30,37,28,35,169,125,93,37,75,150,288,114,107,77,197,74797,74797,79179,37262,43706,1572,1292,280,1292,1278,14,1292,0,0,45,54,267,694,210,22,0,680,0,680,2069,68,2001,785,0,785,73,0.15,19.43,79.91,99.35,21,"Roanoke Island Drainage Improvements","The Roanoke Colony residential neighborhood in Dare County experiences frequent flooding during major storm events due to undersized drainage structures in this flat, low-lying area on the northern end of Roanoke Island. After Hurricane Matthew, NCDOT and Dare County completed the 2019 Roanoke Island Flooding Analysis which proposed drainage improvements. Golden LEAF flood mitigation grant funds will be used to incorporate recommendations to upsize pipes and implement other improvements to the area. Areas upstream flood more frequently and the study determined undersized piping in the project area slowed the drainage of those properties. Proposed work includes replacing 150 linear feet of existing pipe with a larger size, enclosing the ditch within Roanoke Colony with drainage pipe with drop inlets, replacing the culvert beneath Roanoke Trail, removing the culvert immediately downstream of the airport property, and regrading/widening the ditch that runs between the Outer Banks SPCA and airport. Homes located in the upstream area identified in the analysis will benefit from this project.","Dare County","Local Government","Infrastructure","6/23/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",250000,250000,"County","Dare",NA,19.43,NA,NA,NA,76.82,3.09,NA,99.35
"337",3736080,"Knightdale town","183","Wake",16798,2114,7.95,1232,1145,1390,655,1234,2417,3181,1882,2159,1008,335,160,6354,8203,9,622,0,743,867,15116,1682,11142,805,1655,3895,3081,1420,202,84,11142,805,5550,4787,6522,298,54,123,72,282,265,256,346,401,737,659,933,794,524,419,359,69529,69529,91045,49221,35583,6522,4542,1980,4542,2062,2480,4542,15,9,154,403,2909,1038,9,0,5,4422,162,4260,10873,651,10222,1408,17,1391,85,0.53,0.79,5.96,6.75,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.79,NA,NA,0.1,5.87,NA,NA,6.75
"338",3736220,"Kure Beach town","129","New Hanover",2451,2786.2,0.88,24,49,106,63,108,186,241,430,618,441,164,21,2440,0,0,0,0,0,11,2385,66,2101,60,512,548,496,272,189,24,2101,60,1060,981,1005,12,11,8,38,25,31,20,115,21,75,98,127,48,71,140,165,88393,88393,103375,49531,54665,1005,704,301,704,688,16,704,4,5,0,0,71,354,212,42,16,242,17,225,1583,46,1537,626,9,617,75,0.04,24.12,24.03,48.15,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,24.12,NA,NA,NA,2.08,21.95,NA,48.15
"339",3736400,"La Grange town","107","Lenoir",2658,1153.9,2.3,139,125,75,35,181,342,246,300,807,189,141,78,1289,1166,0,0,0,201,2,2455,203,2103,413,653,638,344,48,7,0,2103,413,1291,399,1120,68,41,122,85,6,40,50,11,26,29,129,205,97,126,58,27,63409,63409,103750,54440,34299,1120,569,551,569,404,165,569,0,37,208,156,138,30,0,0,0,374,169,205,1876,354,1522,408,14,394,66,0.9,0.23,2.2,2.43,11,"Engineering Costs for Planning and Development of Flood Mitigation Solutions for the Adkin Branch Stream","The City of Kinston experiences flooding along Adkin Branch which runs through many residential areas and commercial/business districts. When flooding occurs along Adkin Branch, residents are restricted from accessing emergency services and nearby medical offices. The city will use Golden LEAF flood mitigation grant funds to review existing data sources, collect additional data from field surveys, begin permitting processes, and to update existing models as needed. The city will also use funds for project coordination, and to develop a plan for flood mitigation solutions. The city has committed to funding remaining costs associated with this project from its stormwater utility fund. The city has also received funding from North Carolina Emergency Management for Stage 2 improvements along Adkin Branch. Households in the immediate project area and surrounding areas in the city will benefit from this project.","City of Kinston","Local Government","Planning","3/21/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",250000,250000,"Kinston","Lenoir",NA,0.23,NA,NA,NA,2.2,NA,NA,2.43
"340",3736480,"Lake Junaluska CDP","87","Haywood",3252,611.5,5.32,67,86,239,100,271,274,331,587,479,453,322,43,3200,0,52,0,0,0,0,3252,0,2489,191,455,829,733,207,35,39,2489,191,1284,1014,1369,61,68,49,45,52,36,50,71,38,74,191,254,256,93,11,20,73441,73441,77599,NA,32994,1369,1155,214,1155,1137,18,1155,0,49,40,66,553,386,61,0,0,492,0,492,1942,133,1809,818,20,798,6,0.2,0.44,8.12,8.56,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,0.44,NA,8.12,NA,NA,8.56
"341",3736500,"Lake Lure town","161","Rutherford",1634,124.1,13.17,29,50,73,16,36,92,131,101,423,434,209,40,1552,13,1,10,12,0,46,1630,4,1430,25,215,446,461,207,65,11,1430,25,661,744,858,38,11,34,134,26,27,31,28,30,64,84,105,48,27,45,126,60882,60882,70395,32955,50668,858,734,124,734,696,38,734,1,0,5,39,171,248,102,44,124,158,14,144,783,99,684,683,25,658,76,0.14,0.06,11.44,11.5,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.06,NA,NA,NA,11.44,NA,NA,11.5
"342",3736510,"Lake Norman of Catawba CDP","35","Catawba",8701,360.5,24.14,580,482,508,113,517,608,827,1294,1882,1120,644,126,8217,129,0,0,0,33,322,8200,501,6501,415,1325,2145,1883,483,71,179,6501,415,3470,2616,3505,144,65,122,47,93,79,128,82,85,349,314,493,411,207,300,586,82424,82424,88824,55133,52031,3505,2974,531,2974,2829,145,2974,36,0,99,139,720,788,684,395,113,1663,174,1489,5128,257,4871,1890,57,1833,NA,0.11,0,27.69,27.69,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,27.69,NA,NA,27.69
"343",3736511,"Lake Norman of Iredell CDP","97","Iredell",12832,1267.8,10.12,491,843,1088,866,872,521,1428,2575,2143,1288,587,130,11634,54,0,320,0,12,812,12001,831,8672,108,972,2288,3659,1058,432,155,8672,108,3260,5304,4376,58,85,70,43,71,23,67,40,202,168,283,430,367,233,633,1603,152182,152182,162019,69861,75107,4376,4143,233,4143,3859,284,4143,56,6,34,77,186,866,1266,957,695,3239,60,3179,7539,188,7351,2005,57,1948,63,0.05,0,48.42,48.42,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,48.42,NA,NA,48.42
"344",3736512,"Lake Park village","179","Union",3851,5240.2,0.73,299,167,292,157,293,514,456,599,351,379,261,83,3356,268,50,56,0,0,121,3675,176,2643,183,404,1036,743,227,32,18,2643,183,1440,1020,1467,43,26,37,4,12,55,49,112,58,139,232,305,178,121,81,15,70296,70296,75139,62353,31116,1467,1315,152,1315,1144,171,1315,0,18,0,134,1033,126,0,4,0,908,82,826,2198,130,2068,645,64,581,73,0.4,0.02,1.61,1.63,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.02,NA,NA,NA,1.61,NA,NA,1.63
"345",3736513,"Lake Royale CDP","69","Franklin",3228,495.9,6.51,158,228,292,191,34,126,757,305,572,330,213,22,2546,637,0,42,0,0,3,3228,0,2325,182,530,1065,350,139,59,0,2325,182,1595,548,1270,16,49,186,105,134,0,16,15,38,100,0,177,254,153,0,27,56625,56625,75438,NA,27706,1270,974,296,974,912,62,974,109,58,46,110,414,221,16,0,0,869,185,684,1794,171,1623,565,3,562,67,0.49,0.5,15.1,15.6,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.5,NA,NA,NA,15.1,NA,NA,15.6
"346",3736514,"Lake Santeetlah town","75","Graham",40,205.9,0.19,0,0,0,0,0,0,0,0,4,25,11,0,40,0,0,0,0,0,0,40,0,40,0,6,15,9,6,4,0,40,0,21,19,22,0,0,2,0,5,0,0,0,0,1,9,2,3,0,0,0,66500,66500,66500,NA,33763,22,22,0,22,22,0,22,0,2,0,0,4,6,5,5,0,0,0,0,4,0,4,36,0,36,NA,0.24,0,9.49,9.49,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,9.49,NA,NA,9.49
"347",3736640,"Lake Waccamaw town","47","Columbus",1606,577.6,2.78,66,70,136,103,62,94,110,225,150,236,287,67,1362,140,80,0,0,9,15,1575,31,1169,189,268,362,219,88,41,2,1169,189,630,350,653,66,21,23,41,56,30,37,21,11,65,66,60,65,24,18,49,53073,53073,54688,31635,30393,653,500,153,500,437,63,500,21,13,31,50,213,127,42,3,0,281,56,225,602,105,497,460,19,441,72,0.77,5.14,19.37,24.51,14,"Hickman Road Flood Mitigation","The Town of Tabor City reports that the existing drainage ditch running perpendicular to Hickman Road in the southern part of town is prone to frequent flooding during heavy rain events. Streets and residential properties in the area are often left flooded for extended periods of time. Golden LEAF flood mitigation grant funds will be used to install infrastructure to enclose the ditch and improve drainage to eliminate flooding in the area. An exposed water line running along the slope of the ditch will be abandoned and water services will be reconnected to existing water lines located upstream. Households and vehicles traveling on adjacent roads in the immediate project area will benefit from this project.","Town of Tabor City","Local Government","Infrastructure","5/10/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",175000,175000,"Tabor City","Columbus",NA,5.14,NA,NA,4.31,15.07,NA,NA,24.51
"348",3736860,"Landis town","159","Rowan",3119,920,3.39,280,425,216,43,120,512,264,310,326,446,150,27,2006,717,11,330,0,38,17,2984,135,2035,159,709,819,298,39,11,0,2035,159,1528,348,998,21,66,38,0,72,145,41,13,11,63,142,156,141,54,15,20,65769,65769,69464,NA,23773,998,730,268,730,602,128,730,0,6,104,156,390,64,10,0,0,964,55,909,1532,64,1468,623,115,508,8,0.61,0.19,6.27,6.45,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.19,NA,NA,NA,6.27,NA,NA,6.45
"349",3736960,"Lansing town","9","Ashe",278,753.1,0.37,5,17,29,25,15,35,54,39,21,22,12,4,278,0,0,0,0,0,0,275,3,187,56,71,54,4,0,0,2,187,56,125,6,106,0,15,9,12,5,6,4,26,10,3,2,6,7,0,0,1,40313,40313,41875,23750,18036,106,60,46,60,60,0,60,4,0,25,23,8,0,0,0,0,69,36,33,164,30,134,38,0,38,47,0.54,1.42,18.47,19.89,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.42,NA,NA,NA,18.47,NA,NA,19.89
"350",3737000,"Lasker town","131","Northampton",176,157.4,1.12,2,20,19,18,12,6,1,46,6,32,10,4,176,0,0,0,0,0,0,115,61,105,10,48,35,3,2,4,3,105,10,83,12,65,2,6,9,10,0,0,2,0,2,0,8,7,17,0,2,0,NA,NA,96429,19107,21512,65,44,21,44,44,0,44,0,8,20,0,16,0,0,0,0,59,54,5,71,16,55,46,6,40,58,0.88,0,0.03,0.03,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,0.03,NA,NA,0.03
"351",3737120,"Laurel Hill CDP","165","Scotland",1117,465.9,2.4,78,50,51,49,207,120,113,164,148,80,57,0,740,264,113,0,0,0,0,1090,27,682,79,292,194,105,12,0,0,682,79,486,117,436,43,88,60,26,19,0,56,11,0,66,26,41,0,0,0,0,25132,25132,37586,16818,13914,436,326,110,326,251,75,326,30,21,214,51,10,0,0,0,0,228,106,122,752,192,560,137,33,104,NA,0.73,0,7.98,7.98,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,7.98,NA,NA,7.98
"352",3737160,"Laurel Park town","89","Henderson",2533,904.3,2.8,13,108,102,53,109,180,206,285,429,511,370,167,2463,46,0,15,0,0,9,2418,115,2148,71,272,588,717,354,108,38,2148,71,860,1217,1142,36,44,35,33,34,84,30,36,27,124,124,163,116,126,34,96,73916,73916,76094,34712,43314,1142,969,173,969,931,38,969,0,15,17,61,441,316,115,4,0,269,6,263,1187,53,1134,960,60,900,75,0.12,0.5,1.13,1.63,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,0.5,NA,1.13,NA,NA,1.63
"353",3737220,"Laurinburg city","165","Scotland",15118,1204.9,12.55,1009,1137,837,649,1454,1707,1778,1735,1973,1488,969,382,5208,7780,1166,211,0,310,443,14532,586,10032,1595,3317,3136,1193,580,113,98,10032,1595,6453,1984,5849,931,576,600,384,450,319,199,159,255,296,469,538,273,158,110,132,29787,29787,54000,19197,22154,5849,2608,3241,2608,1437,1171,2608,109,226,883,675,636,79,0,0,0,3572,2074,1498,7961,2705,5256,2628,423,2205,85,0.89,0.27,6.59,6.86,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.27,NA,NA,NA,6.59,NA,NA,6.86
"354",3737260,"Lawndale town","45","Cleveland",711,881.5,0.81,18,10,44,39,84,99,69,120,137,57,21,13,647,55,0,0,0,0,9,709,2,516,137,197,126,47,9,0,0,516,137,323,56,258,31,22,33,20,17,17,7,0,16,10,26,27,11,3,16,2,31071,31071,42500,21250,20636,258,176,82,176,151,25,176,16,44,62,46,6,2,0,0,0,107,42,65,509,103,406,91,6,85,55,0.62,0,13.21,13.21,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,13.21,NA,NA,13.21
"355",3737640,"Leggett town","65","Edgecombe",43,61.5,0.7,0,0,4,0,0,0,11,0,4,19,5,0,20,23,0,0,0,0,0,43,0,39,8,24,7,0,0,0,0,39,8,31,0,20,0,0,4,0,5,0,0,9,0,1,0,0,0,0,0,1,40417,40417,29375,NA,42365,20,16,4,16,12,4,16,0,1,12,3,0,0,0,0,0,4,0,4,15,4,11,24,0,24,52,0.7,0.64,10.11,10.75,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.64,NA,NA,NA,10.11,NA,NA,10.75
"356",3737680,"Leland town","19","Brunswick",21903,1098.4,19.94,1323,911,1548,563,986,2891,2484,1871,3269,4306,1488,263,18709,1480,198,220,0,208,1088,20762,1141,16572,811,4391,5172,4090,1637,269,202,16572,811,9563,6198,9125,285,98,335,244,308,431,157,373,320,1154,1024,1672,1105,735,531,353,73125,73125,78483,55464,36348,9125,7378,1747,7378,6604,774,7378,90,53,332,776,3354,2232,471,70,0,4345,278,4067,11501,778,10723,6057,180,5877,76,0.4,1.94,17.76,19.7,13,"Holly, Walnut and Redwood Stormwater Project","Boiling Spring Lakes experiences flooding several times a year along Holly, Walnut, and Redwood roads. In 2014, a preliminary engineering report was conducted along these roads to determine optimal solutions to reduce flooding in the area. A 2021 stormwater management master plan prioritized this project. When flooding occurs in this area, homes experience flooding for multiple days. Boiling Spring Lakes will use Golden LEAF flood mitigation grant funds to install stormwater infrastructure along the areas of Holly, Walnut, and Redwood roads. Project activities include digging approximately 3,000 linear feet of drainage ditches with the installation of driveway pipes and several spans of reinforced concrete pipe. Households in the project area will benefit from this project.","City of Boiling Springs Lakes","Local Government","Infrastructure","5/9/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"8/4/22",250000,250000,"Boiling Springs Lakes","Brunswick",NA,1.94,NA,NA,2.42,15.34,NA,NA,19.7
