Geography Name,County FIPS,County Name,Place FIPS,Total Population,Population Density (Per Sq. Mile),Area (Land),Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Not Hispanic or Latino:,Hispanic or Latino,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,Per Capita Income (In 2020 Inflation Adjusted Dollars),Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk,Application Number,Project Title,Project Description ,Applicant,Applicant Type,Project Type,Application Date,State Agency Requested for Funding,Funding Request ($),Total Project Budget ($),Funding Decision Year,Award Date,Grant Award ($),Encumbered ($),City/Town,County,Place ID
Pinetops town,65,Edgecombe ,3752140.0,1412.0,1407.2,1.0,51.0,107.0,102.0,89.0,67.0,113.0,252.0,144.0,176.0,202.0,56.0,53.0,541.0,829.0,0.0,0.0,0.0,0.0,42.0,1366.0,46.0,996.0,233.0,394.0,236.0,111.0,16.0,6.0,0.0,996.0,233.0,630.0,133.0,625.0,68.0,40.0,70.0,43.0,32.0,30.0,52.0,17.0,17.0,58.0,35.0,118.0,21.0,5.0,0.0,19.0,38777.0,38777.0,39722.0,38547.0,22799.0,625.0,292.0,333.0,292.0,130.0,162.0,292.0,21.0,65.0,101.0,44.0,38.0,16.0,7.0,0.0,0.0,342.0,115.0,227.0,752.0,145.0,607.0,311.0,9.0,302.0,65.0,0.66,,,,,,,,,,,,,,,,,,,,
Pinetown CDP,13,Beaufort ,3752160.0,76.0,74.6,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,18.0,23.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,28.0,48.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,51.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,,,,,32571.0,51.0,51.0,0.0,51.0,51.0,0.0,51.0,0.0,0.0,33.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,,0.45,0.48,12.35,12.83,,,,,,,,,,,,,,,,,
Pineville town,119,Mecklenburg ,3752220.0,8923.0,1343.6,6.64,699.0,440.0,487.0,454.0,772.0,1709.0,1097.0,858.0,805.0,785.0,406.0,411.0,5019.0,2103.0,19.0,591.0,0.0,762.0,429.0,7492.0,1431.0,6071.0,300.0,1168.0,2070.0,1824.0,687.0,12.0,10.0,6071.0,300.0,3238.0,2533.0,3602.0,172.0,354.0,158.0,107.0,162.0,109.0,316.0,223.0,92.0,290.0,475.0,272.0,275.0,230.0,201.0,166.0,53873.0,53873.0,70727.0,39844.0,30102.0,3602.0,1528.0,2074.0,1528.0,1116.0,412.0,1528.0,0.0,4.0,36.0,172.0,897.0,373.0,46.0,0.0,0.0,2025.0,483.0,1542.0,5212.0,549.0,4663.0,1535.0,140.0,1395.0,91.0,0.65,0.0,21.88,21.88,,,,,,,,,,,,,,,,,
Piney Green CDP,133,Onslow ,3752260.0,14309.0,1050.4,13.62,835.0,933.0,1504.0,428.0,2712.0,2190.0,1797.0,1484.0,1306.0,422.0,486.0,212.0,9088.0,3070.0,191.0,232.0,0.0,190.0,1538.0,12544.0,1765.0,7897.0,442.0,2827.0,2889.0,1253.0,401.0,34.0,51.0,7897.0,442.0,5716.0,1739.0,4902.0,188.0,310.0,224.0,120.0,204.0,407.0,301.0,198.0,305.0,368.0,591.0,790.0,440.0,203.0,179.0,74.0,55230.0,55230.0,67074.0,39832.0,23459.0,4902.0,2636.0,2266.0,2636.0,1486.0,1150.0,2636.0,88.0,120.0,322.0,693.0,1352.0,53.0,0.0,0.0,8.0,3595.0,587.0,3008.0,9489.0,1108.0,8381.0,1120.0,53.0,1067.0,56.0,0.69,0.81,11.19,12.0,,,,,,,,,,,,,,,,,
Pink Hill town,107,Lenoir ,3752400.0,636.0,1369.4,0.46,5.0,21.0,41.0,24.0,48.0,47.0,36.0,148.0,129.0,90.0,35.0,12.0,361.0,121.0,25.0,0.0,14.0,73.0,42.0,504.0,132.0,497.0,153.0,154.0,120.0,37.0,10.0,23.0,0.0,497.0,153.0,274.0,70.0,279.0,27.0,27.0,0.0,40.0,8.0,22.0,60.0,16.0,8.0,1.0,15.0,44.0,8.0,3.0,0.0,0.0,36211.0,36211.0,39464.0,35352.0,17626.0,279.0,160.0,119.0,160.0,123.0,37.0,160.0,20.0,37.0,49.0,26.0,28.0,0.0,0.0,0.0,0.0,91.0,7.0,84.0,408.0,144.0,264.0,137.0,61.0,76.0,55.0,0.81,,,,,,,,,,,,,,,,,,,,
Pinnacle CDP,169,Stokes ,3752500.0,753.0,208.5,3.61,75.0,90.0,49.0,39.0,20.0,51.0,144.0,121.0,111.0,53.0,0.0,0.0,739.0,7.0,0.0,0.0,0.0,0.0,7.0,506.0,247.0,480.0,126.0,149.0,85.0,106.0,14.0,0.0,0.0,480.0,126.0,234.0,120.0,210.0,0.0,0.0,58.0,0.0,18.0,4.0,17.0,0.0,25.0,15.0,66.0,7.0,0.0,0.0,0.0,0.0,48300.0,48300.0,63382.0,,15339.0,210.0,134.0,76.0,134.0,134.0,0.0,134.0,0.0,0.0,39.0,49.0,28.0,18.0,0.0,0.0,0.0,253.0,98.0,155.0,447.0,170.0,277.0,53.0,0.0,53.0,,0.43,0.0,2.7,2.7,,,,,,,,,,,,,,,,,
Pittsboro town,37,Chatham ,3752660.0,4221.0,873.4,4.83,181.0,246.0,177.0,295.0,414.0,497.0,629.0,391.0,351.0,425.0,356.0,259.0,2970.0,916.0,0.0,64.0,0.0,35.0,236.0,3993.0,228.0,2908.0,177.0,781.0,762.0,641.0,381.0,101.0,65.0,2908.0,177.0,1543.0,1188.0,1861.0,92.0,102.0,156.0,148.0,19.0,280.0,65.0,109.0,77.0,179.0,45.0,127.0,260.0,37.0,120.0,45.0,42114.0,42114.0,68125.0,28947.0,29622.0,1861.0,1185.0,676.0,1185.0,933.0,252.0,1185.0,0.0,28.0,35.0,80.0,438.0,591.0,13.0,0.0,0.0,899.0,186.0,713.0,2252.0,186.0,2066.0,910.0,64.0,846.0,72.0,0.44,0.61,5.44,6.05,,,,,,,,,,,,,,,,,
Plain View CDP,163,Sampson ,3752685.0,1624.0,97.5,16.65,59.0,0.0,106.0,0.0,297.0,85.0,212.0,218.0,244.0,266.0,107.0,30.0,1189.0,394.0,0.0,25.0,0.0,16.0,0.0,1608.0,16.0,1162.0,157.0,514.0,356.0,96.0,14.0,11.0,14.0,1162.0,157.0,870.0,135.0,670.0,0.0,28.0,19.0,15.0,30.0,12.0,44.0,105.0,35.0,26.0,138.0,111.0,79.0,0.0,14.0,14.0,63235.0,63235.0,73232.0,41607.0,32650.0,670.0,535.0,135.0,535.0,521.0,14.0,535.0,0.0,83.0,73.0,72.0,259.0,48.0,0.0,0.0,0.0,131.0,0.0,131.0,1056.0,140.0,916.0,403.0,15.0,388.0,56.0,0.65,0.0,11.66,11.66,,,,,,,,,,,,,,,,,
Pleasant Garden town,81,Guilford ,3752760.0,4906.0,326.5,15.03,101.0,327.0,145.0,158.0,297.0,625.0,217.0,757.0,498.0,624.0,564.0,593.0,4264.0,351.0,0.0,26.0,0.0,40.0,225.0,4824.0,82.0,3878.0,258.0,1456.0,1241.0,549.0,234.0,138.0,2.0,3878.0,258.0,2697.0,923.0,1657.0,58.0,38.0,59.0,71.0,30.0,30.0,139.0,33.0,45.0,71.0,191.0,378.0,155.0,150.0,116.0,93.0,83266.0,83266.0,83606.0,,32786.0,1657.0,1433.0,224.0,1433.0,1260.0,173.0,1433.0,62.0,13.0,90.0,425.0,640.0,203.0,0.0,0.0,0.0,731.0,0.0,731.0,2380.0,162.0,2218.0,1679.0,140.0,1539.0,61.0,0.42,0.3,1.77,2.07,,,,,,,,,,,,,,,,,
Pleasant Hill CDP,193,Wilkes ,3752920.0,808.0,312.6,2.58,13.0,0.0,21.0,0.0,28.0,137.0,50.0,51.0,427.0,70.0,0.0,11.0,726.0,82.0,0.0,0.0,0.0,0.0,0.0,808.0,0.0,746.0,155.0,121.0,391.0,53.0,0.0,0.0,26.0,746.0,155.0,512.0,79.0,374.0,0.0,14.0,11.0,10.0,36.0,0.0,13.0,0.0,13.0,76.0,147.0,45.0,9.0,0.0,0.0,0.0,72519.0,72519.0,72808.0,52450.0,28966.0,374.0,325.0,49.0,325.0,325.0,0.0,325.0,0.0,10.0,51.0,203.0,61.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,693.0,0.0,693.0,81.0,0.0,81.0,6.0,0.51,0.01,2.55,2.56,,,,,,,,,,,,,,,,,
Plymouth town,187,Washington ,3753040.0,3432.0,851.8,4.03,27.0,287.0,363.0,145.0,350.0,383.0,238.0,432.0,627.0,268.0,194.0,118.0,906.0,2497.0,3.0,0.0,0.0,26.0,0.0,3428.0,4.0,2260.0,507.0,702.0,900.0,115.0,36.0,0.0,0.0,2260.0,507.0,1602.0,151.0,1573.0,426.0,131.0,345.0,139.0,30.0,0.0,54.0,11.0,27.0,137.0,102.0,118.0,7.0,15.0,2.0,29.0,17594.0,17594.0,40227.0,16095.0,20111.0,1573.0,478.0,1095.0,478.0,277.0,201.0,478.0,58.0,37.0,296.0,70.0,2.0,15.0,0.0,0.0,0.0,822.0,559.0,263.0,2007.0,1061.0,946.0,497.0,70.0,427.0,54.0,0.9,10.08,35.7,45.78,,,,,,,,,,,,,,,,,
Polkton town,7,Anson ,3753140.0,2682.0,878.3,3.05,33.0,137.0,64.0,32.0,207.0,544.0,615.0,367.0,284.0,209.0,184.0,6.0,1141.0,1237.0,95.0,55.0,14.0,15.0,125.0,2495.0,187.0,2209.0,522.0,811.0,768.0,95.0,13.0,0.0,0.0,2209.0,522.0,1579.0,108.0,499.0,26.0,14.0,36.0,37.0,29.0,63.0,20.0,38.0,4.0,115.0,58.0,42.0,0.0,0.0,14.0,3.0,43875.0,43875.0,53407.0,31711.0,14443.0,499.0,277.0,222.0,277.0,117.0,160.0,277.0,17.0,0.0,81.0,146.0,30.0,0.0,3.0,0.0,0.0,266.0,39.0,227.0,595.0,96.0,499.0,359.0,30.0,329.0,57.0,0.71,2.19,13.85,16.04,,,,,,,,,,,,,,,,,
Polkville city,45,Cleveland ,3753160.0,526.0,282.3,1.86,32.0,35.0,14.0,25.0,28.0,64.0,33.0,96.0,79.0,47.0,59.0,14.0,522.0,0.0,0.0,0.0,0.0,0.0,4.0,526.0,0.0,392.0,62.0,167.0,85.0,11.0,57.0,6.0,4.0,392.0,62.0,252.0,78.0,189.0,28.0,11.0,13.0,9.0,3.0,18.0,4.0,16.0,10.0,16.0,30.0,22.0,6.0,0.0,3.0,0.0,41328.0,41328.0,46000.0,,18122.0,189.0,128.0,61.0,128.0,128.0,0.0,128.0,0.0,15.0,34.0,46.0,29.0,4.0,0.0,0.0,0.0,105.0,39.0,66.0,300.0,81.0,219.0,120.0,13.0,107.0,54.0,0.35,0.0,0.29,0.29,,,,,,,,,,,,,,,,,
Pollocksville town,103,Jones ,3753200.0,282.0,898.1,0.31,12.0,33.0,16.0,8.0,56.0,25.0,30.0,9.0,31.0,47.0,14.0,1.0,134.0,98.0,0.0,0.0,0.0,2.0,48.0,261.0,21.0,157.0,3.0,58.0,61.0,27.0,5.0,0.0,3.0,157.0,3.0,119.0,35.0,114.0,12.0,10.0,17.0,8.0,4.0,6.0,3.0,9.0,8.0,19.0,5.0,8.0,2.0,2.0,1.0,0.0,36250.0,36250.0,53021.0,15938.0,17226.0,114.0,69.0,45.0,69.0,50.0,19.0,69.0,3.0,3.0,21.0,30.0,12.0,0.0,0.0,0.0,0.0,69.0,44.0,25.0,151.0,26.0,125.0,62.0,13.0,49.0,55.0,0.8,7.32,31.15,38.47,,,,,,,,,,,,,,,,,
Porters Neck CDP,129,New Hanover ,3753475.0,7693.0,1421.9,5.41,236.0,490.0,238.0,286.0,525.0,518.0,1042.0,1142.0,984.0,910.0,831.0,491.0,6724.0,274.0,0.0,570.0,0.0,0.0,125.0,7468.0,225.0,5918.0,175.0,816.0,1231.0,1888.0,1092.0,586.0,130.0,5918.0,175.0,2047.0,3696.0,3141.0,47.0,57.0,40.0,133.0,84.0,25.0,125.0,159.0,77.0,327.0,294.0,268.0,250.0,290.0,534.0,431.0,94886.0,94886.0,117802.0,43472.0,51618.0,3141.0,2433.0,708.0,2433.0,2134.0,299.0,2433.0,0.0,0.0,98.0,10.0,263.0,1489.0,479.0,52.0,42.0,1250.0,62.0,1188.0,4155.0,121.0,4034.0,1990.0,50.0,1940.0,,0.22,5.74,18.4,24.14,,,,,,,,,,,,,,,,,
Potters Hill CDP,61,Duplin ,3753580.0,755.0,141.0,5.35,82.0,18.0,83.0,17.0,48.0,128.0,103.0,65.0,71.0,140.0,0.0,0.0,737.0,0.0,0.0,0.0,0.0,0.0,18.0,755.0,0.0,507.0,37.0,243.0,196.0,18.0,13.0,0.0,0.0,507.0,37.0,439.0,31.0,269.0,44.0,0.0,0.0,0.0,0.0,38.0,13.0,0.0,0.0,63.0,59.0,36.0,0.0,16.0,0.0,0.0,51567.0,51567.0,63032.0,,19025.0,269.0,202.0,67.0,202.0,202.0,0.0,202.0,16.0,0.0,124.0,12.0,50.0,0.0,0.0,0.0,0.0,135.0,0.0,135.0,415.0,92.0,323.0,140.0,0.0,140.0,,0.75,0.0,4.16,4.16,,,,,,,,,,,,,,,,,
Powellsville town,15,Bertie ,3753680.0,247.0,692.5,0.36,0.0,0.0,10.0,1.0,0.0,12.0,8.0,9.0,20.0,132.0,42.0,13.0,125.0,106.0,4.0,0.0,0.0,0.0,12.0,247.0,0.0,236.0,34.0,115.0,57.0,30.0,0.0,0.0,0.0,236.0,34.0,172.0,30.0,140.0,5.0,2.0,4.0,6.0,10.0,39.0,11.0,45.0,5.0,0.0,6.0,2.0,5.0,0.0,0.0,0.0,36000.0,36000.0,36125.0,34583.0,22434.0,140.0,121.0,19.0,121.0,52.0,69.0,121.0,3.0,1.0,62.0,43.0,12.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,49.0,7.0,42.0,187.0,11.0,176.0,43.0,0.62,,,,,,,,,,,,,,,,,,,,
Princeton town,101,Johnston ,3753820.0,1396.0,1226.1,1.14,169.0,118.0,91.0,68.0,73.0,186.0,218.0,127.0,128.0,88.0,111.0,19.0,706.0,289.0,13.0,0.0,0.0,327.0,61.0,1065.0,331.0,877.0,224.0,188.0,305.0,81.0,52.0,24.0,3.0,877.0,224.0,493.0,160.0,577.0,58.0,48.0,35.0,34.0,66.0,97.0,16.0,15.0,17.0,34.0,35.0,42.0,39.0,15.0,22.0,4.0,31349.0,31349.0,58194.0,27065.0,20913.0,577.0,233.0,344.0,233.0,160.0,73.0,233.0,6.0,18.0,72.0,39.0,93.0,2.0,0.0,3.0,0.0,440.0,32.0,408.0,732.0,98.0,634.0,218.0,12.0,206.0,66.0,0.78,0.0,0.24,0.24,,,,,,,,,,,,,,,,,
Princeville town,65,Edgecombe ,3753840.0,2013.0,1330.4,1.51,64.0,206.0,182.0,108.0,209.0,156.0,143.0,217.0,318.0,290.0,93.0,27.0,61.0,1874.0,0.0,0.0,0.0,0.0,78.0,1940.0,73.0,1244.0,327.0,647.0,183.0,74.0,13.0,0.0,0.0,1244.0,327.0,830.0,87.0,719.0,111.0,15.0,66.0,83.0,60.0,58.0,32.0,22.0,21.0,79.0,97.0,33.0,21.0,16.0,5.0,0.0,33325.0,33325.0,41397.0,18523.0,14434.0,719.0,473.0,246.0,473.0,20.0,453.0,473.0,26.0,69.0,210.0,121.0,24.0,13.0,10.0,0.0,0.0,560.0,252.0,308.0,1043.0,218.0,825.0,410.0,50.0,360.0,57.0,0.96,0.0,19.13,19.13,,,,,,,,,,,,,,,,,
Proctorville town,155,Robeson ,3753900.0,197.0,434.0,0.45,7.0,8.0,6.0,2.0,17.0,23.0,9.0,61.0,27.0,22.0,14.0,1.0,151.0,26.0,15.0,0.0,0.0,5.0,0.0,192.0,5.0,157.0,9.0,81.0,50.0,5.0,12.0,0.0,0.0,157.0,9.0,131.0,17.0,100.0,2.0,4.0,50.0,5.0,2.0,2.0,5.0,3.0,4.0,3.0,9.0,7.0,0.0,0.0,1.0,3.0,,,,31250.0,21549.0,100.0,84.0,16.0,84.0,69.0,15.0,84.0,46.0,9.0,14.0,8.0,7.0,0.0,0.0,0.0,0.0,23.0,4.0,19.0,137.0,9.0,128.0,37.0,1.0,36.0,51.0,0.78,0.0,7.25,7.25,,,,,,,,,,,,,,,,,
Prospect CDP,155,Robeson ,3753950.0,810.0,206.2,3.93,57.0,46.0,21.0,32.0,126.0,145.0,72.0,96.0,94.0,64.0,50.0,7.0,21.0,0.0,789.0,0.0,0.0,0.0,0.0,810.0,0.0,528.0,60.0,157.0,133.0,157.0,21.0,0.0,0.0,528.0,60.0,290.0,178.0,288.0,17.0,10.0,38.0,44.0,0.0,0.0,7.0,0.0,22.0,17.0,9.0,43.0,51.0,0.0,23.0,7.0,58382.0,58382.0,77763.0,,31454.0,288.0,244.0,44.0,244.0,21.0,223.0,244.0,30.0,19.0,52.0,106.0,37.0,0.0,0.0,0.0,0.0,156.0,0.0,156.0,533.0,54.0,479.0,121.0,0.0,121.0,58.0,0.75,0.0,4.15,4.15,,,,,,,,,,,,,,,,,
Pumpkin Center CDP,133,Onslow ,3754160.0,1850.0,1460.3,1.27,67.0,255.0,71.0,142.0,253.0,285.0,79.0,217.0,199.0,214.0,53.0,15.0,1425.0,216.0,7.0,20.0,0.0,0.0,182.0,1688.0,162.0,1062.0,124.0,246.0,455.0,168.0,47.0,0.0,22.0,1062.0,124.0,701.0,237.0,636.0,0.0,29.0,0.0,51.0,6.0,0.0,40.0,46.0,143.0,88.0,73.0,104.0,22.0,20.0,14.0,0.0,52619.0,52619.0,59850.0,47731.0,20546.0,636.0,469.0,167.0,469.0,355.0,114.0,469.0,19.0,0.0,65.0,224.0,152.0,0.0,9.0,0.0,0.0,531.0,84.0,447.0,1032.0,128.0,904.0,282.0,0.0,282.0,53.0,0.38,2.6,13.9,16.5,,,,,,,,,,,,,,,,,
Raeford city,93,Hoke ,3754580.0,4943.0,1153.8,4.28,205.0,395.0,404.0,270.0,292.0,629.0,552.0,504.0,758.0,503.0,171.0,260.0,1779.0,2110.0,297.0,0.0,0.0,429.0,328.0,4411.0,532.0,3377.0,484.0,1010.0,1222.0,392.0,163.0,93.0,13.0,3377.0,484.0,2232.0,661.0,1814.0,257.0,279.0,53.0,66.0,184.0,84.0,91.0,44.0,92.0,94.0,211.0,129.0,63.0,81.0,73.0,13.0,34231.0,34231.0,61675.0,16250.0,20705.0,1814.0,969.0,845.0,969.0,441.0,528.0,969.0,14.0,24.0,356.0,192.0,326.0,57.0,0.0,0.0,0.0,1226.0,475.0,751.0,2565.0,696.0,1869.0,752.0,64.0,688.0,65.0,0.92,0.23,3.38,3.62,,,,,,,,,,,,,,,,,
Raemon CDP,155,Robeson ,3754600.0,252.0,58.5,4.31,11.0,9.0,22.0,3.0,58.0,18.0,5.0,26.0,47.0,44.0,9.0,0.0,12.0,29.0,211.0,0.0,0.0,0.0,0.0,252.0,0.0,149.0,73.0,28.0,29.0,19.0,0.0,0.0,0.0,149.0,73.0,57.0,19.0,120.0,14.0,19.0,42.0,0.0,0.0,3.0,0.0,10.0,5.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,,,16607.0,,11883.0,120.0,92.0,28.0,92.0,3.0,89.0,92.0,28.0,24.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10.0,35.0,154.0,35.0,119.0,53.0,36.0,17.0,52.0,0.94,0.0,7.35,7.35,,,,,,,,,,,,,,,,,
Raleigh city,183,Wake ,3755000.0,469698.0,3192.7,147.12,26551.0,26751.0,26487.0,15807.0,58409.0,88760.0,67327.0,60137.0,48672.0,30851.0,13792.0,6154.0,270066.0,135758.0,1426.0,22717.0,179.0,19598.0,19954.0,418478.0,51220.0,315693.0,24485.0,49805.0,79015.0,103032.0,41873.0,10360.0,7123.0,315693.0,24485.0,128820.0,162388.0,187517.0,7388.0,5719.0,5830.0,7086.0,7580.0,8666.0,8118.0,8309.0,7920.0,14108.0,19752.0,25187.0,17333.0,12890.0,14339.0,17292.0,69720.0,69720.0,98688.0,47469.0,40520.0,187517.0,96520.0,90997.0,96520.0,67132.0,29388.0,96520.0,1228.0,798.0,2062.0,8142.0,44021.0,26470.0,8189.0,3539.0,2071.0,94291.0,15557.0,78734.0,305935.0,34406.0,271529.0,49421.0,3176.0,46245.0,,0.41,0.94,8.1,9.05,,,,,,,,,,,,,,,,,
Ramseur town,151,Randolph ,3755040.0,2048.0,1028.3,1.99,286.0,177.0,222.0,153.0,112.0,278.0,145.0,168.0,130.0,180.0,123.0,74.0,1174.0,203.0,69.0,30.0,0.0,85.0,487.0,1543.0,505.0,1098.0,210.0,313.0,465.0,94.0,13.0,3.0,0.0,1098.0,210.0,778.0,110.0,680.0,172.0,56.0,72.0,54.0,21.0,64.0,28.0,21.0,48.0,60.0,35.0,33.0,3.0,6.0,7.0,0.0,23542.0,23542.0,46667.0,13000.0,12004.0,680.0,272.0,408.0,272.0,213.0,59.0,272.0,0.0,2.0,134.0,77.0,44.0,15.0,0.0,0.0,0.0,835.0,471.0,364.0,833.0,290.0,543.0,292.0,77.0,215.0,67.0,0.73,0.6,21.33,21.93,,,,,,,,,,,,,,,,,
Randleman city,151,Randolph ,3755080.0,4124.0,1014.9,4.06,512.0,200.0,332.0,185.0,467.0,504.0,399.0,756.0,390.0,220.0,111.0,48.0,3378.0,313.0,27.0,28.0,0.0,125.0,253.0,3862.0,262.0,2428.0,501.0,654.0,891.0,275.0,76.0,31.0,0.0,2428.0,501.0,1545.0,382.0,1444.0,158.0,100.0,56.0,45.0,70.0,42.0,40.0,113.0,39.0,108.0,187.0,202.0,93.0,100.0,49.0,42.0,57598.0,57598.0,62024.0,26477.0,24253.0,1444.0,1016.0,428.0,1016.0,756.0,260.0,1016.0,0.0,44.0,252.0,382.0,300.0,7.0,31.0,0.0,0.0,1202.0,403.0,799.0,2516.0,789.0,1727.0,379.0,34.0,345.0,7.0,0.71,0.01,4.95,4.96,,,,,,,,,,,,,,,,,
Ranlo town,71,Gaston ,3755260.0,3643.0,2004.1,1.82,288.0,383.0,334.0,97.0,305.0,474.0,544.0,467.0,247.0,362.0,111.0,31.0,2556.0,773.0,0.0,114.0,0.0,7.0,193.0,3146.0,497.0,2236.0,287.0,810.0,817.0,234.0,81.0,7.0,0.0,2236.0,287.0,1627.0,322.0,1262.0,28.0,99.0,59.0,80.0,51.0,45.0,30.0,48.0,47.0,82.0,164.0,307.0,138.0,14.0,26.0,44.0,66360.0,66360.0,71841.0,,25607.0,1262.0,907.0,355.0,907.0,664.0,243.0,907.0,6.0,27.0,157.0,290.0,403.0,0.0,24.0,0.0,0.0,1102.0,137.0,965.0,2037.0,232.0,1805.0,504.0,40.0,464.0,61.0,0.6,0.07,3.03,3.1,,,,,,,,,,,,,,,,,
Raynham town,155,Robeson ,3755340.0,41.0,336.9,0.12,0.0,0.0,1.0,0.0,3.0,2.0,7.0,3.0,7.0,10.0,6.0,2.0,24.0,6.0,11.0,0.0,0.0,0.0,0.0,41.0,0.0,37.0,4.0,10.0,20.0,3.0,0.0,0.0,0.0,37.0,4.0,30.0,3.0,24.0,4.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,,,,,33727.0,24.0,20.0,4.0,20.0,8.0,12.0,20.0,1.0,0.0,7.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,6.0,16.0,18.0,6.0,12.0,43.0,0.78,,,,,,,,,,,,,,,,,,,,
Red Cross town,167,Stanly ,3755460.0,710.0,198.4,3.58,28.0,14.0,59.0,24.0,17.0,85.0,48.0,82.0,130.0,138.0,72.0,13.0,680.0,5.0,0.0,0.0,24.0,0.0,1.0,672.0,38.0,568.0,56.0,280.0,185.0,41.0,3.0,0.0,3.0,568.0,56.0,465.0,47.0,337.0,14.0,14.0,38.0,25.0,14.0,11.0,55.0,23.0,12.0,19.0,48.0,9.0,30.0,10.0,7.0,8.0,39777.0,39777.0,48750.0,22604.0,26446.0,337.0,254.0,83.0,254.0,247.0,7.0,254.0,5.0,10.0,50.0,38.0,100.0,46.0,3.0,0.0,2.0,101.0,10.0,91.0,362.0,48.0,314.0,223.0,15.0,208.0,,0.29,0.0,0.29,0.29,,,,,,,,,,,,,,,,,
Red Oak town,127,Nash ,3755640.0,3446.0,176.4,19.53,90.0,117.0,251.0,79.0,143.0,172.0,297.0,515.0,594.0,851.0,203.0,134.0,3109.0,337.0,0.0,0.0,0.0,0.0,0.0,3436.0,10.0,2766.0,159.0,817.0,840.0,710.0,152.0,74.0,14.0,2766.0,159.0,1657.0,950.0,1479.0,15.0,64.0,42.0,18.0,101.0,80.0,53.0,36.0,47.0,108.0,275.0,177.0,168.0,73.0,89.0,133.0,73010.0,73010.0,74690.0,28633.0,44243.0,1479.0,1311.0,168.0,1311.0,1179.0,132.0,1311.0,65.0,38.0,109.0,174.0,742.0,183.0,0.0,0.0,0.0,537.0,12.0,525.0,1721.0,161.0,1560.0,1188.0,15.0,1173.0,73.0,0.29,0.19,3.53,3.72,,,,,,,,,,,,,,,,,
